,DN,Unnamed: 0,Unnamed: 0.1,text,label,is_about_class,is_about_disability,is_about_ethnicity,is_about_gender,is_about_nationality,is_about_religion,is_about_sexual_orientation,language
3175,5990,5990,8085,50 shades of brown,1.0,False,False,True,False,False,False,False,eng
3176,5999,5999,9514,One time she came in crying telling me that pavement ape `` hit me in the tummy '' .,1.0,False,False,True,False,False,False,False,eng
3177,6000,6000,3306,"What is colour , is that ghetto fly , super dawg slang ???",0.0,False,False,True,False,False,False,False,eng
3178,6001,6001,3539,"An example of muslim colonisation : in some schools we do n't celebrate Christmas anymore to respect the many islamic pupils ! Christmas is a part of OUR TRADITION , of OUR RELIGION !!!!",0.0,False,False,False,False,False,True,False,pol
3179,6009,6009,9703,"Wiggers by nature are very much influenced by peer pressure ( that 's why they are wiggers ) so make fun of their attire and mannerisms and say things like `` why do n't you act like a white man for a change '' or `` you are really sad , why are you ashamed of being white ? ''",0.0,False,False,True,False,True,False,False,eng
3180,6014,6014,4361,"`` I wanna look just like that skinny white lady , just black and beautiful . '' * shakes his head *",0.0,False,False,False,False,True,False,False,eng
3181,6071,6071,8467,"Well, at least these dumb negroes got the fact that Jews are evil right ; though I suspect whitey and the jews are one in the same to their primitive minds ...",1.0,False,False,True,False,False,False,False,eng
3182,6086,6086,10525,Does anyone else find it does n't difficult to find a white Canadian woman to date who is not Looney lefty ?,0.0,False,False,True,False,False,False,False,eng
3183,6155,6155,10870,He 's nothing but a jerk and a piece of trash !,0.0,True,False,True,False,False,False,False,eng
3184,6211,6211,2328,It 's going viral on Youtube - warning the lesbian ' groid gets aggressive on the whites for whatever reason : YouTube - Video Caught On Tape Lesbian Or Young Man Going Wild On BART Train In Oakland !,1.0,False,False,True,False,False,False,False,eng
3185,6212,6212,9126,"i dont get to newport very often but whenever i do go its got loads of asians wandering around , mostly muslim by the looks of them. i live a couple of valleys over from there .",0.0,False,False,False,False,False,True,False,pol
3186,6215,6215,3717,"lions dont lie down with zebras but we 're told its perfectly normal to just accept someone from another culture , way of life and even time zone who has no historical connection whatsoever to our homeland",0.0,False,False,True,False,False,False,False,eng
3187,6289,6289,2506,that is absolutely * * * * ing unbelievable.they can just go route one now.no more messing about going through europe.in bongo land one minute jump on the plane and 5 hours later hop off the plane with the biggest negro smile and shout ASYLUM.i am totally depressed hearing this,1.0,False,False,True,False,False,False,False,eng
3188,6292,6292,199,We are more concerned about ZOG controlling US and Russia .,1.0,False,False,True,False,False,False,False,eng
3189,6294,6294,2240,"I was basically a babysitter , and the apes went nuts , and frankly , I could not control them and had to press the panic button twice to get someone to help me .",1.0,False,False,True,False,False,False,False,eng
3190,6306,6306,8410,"Right now when I think of WASP 's , I think of New England liberals who have never had a taste of diversity in their life .",1.0,False,False,True,False,False,True,False,eng
3191,6337,6337,3566,The point is not the throne itself but the reason for it and what it represents to the apes fighting and tramping for it .,1.0,False,False,True,False,False,False,False,eng
3192,6381,6381,5189,What kind of moron throws away school district money on fruit that 's out of season ?,0.0,False,False,False,False,False,False,True,eng
3193,6388,6388,5351,First of the idiot is telling the mud to respect the neighborhood .,0.0,False,True,False,False,False,False,False,eng
3194,6405,6405,6000,Kurds in Berlin : Germany : Watch thousands of Kurdish protesters rally in Berlin - YouTube and Hamburg : Germany : See Hamburg SWAMPED in anti-IS global action day - YouTube Munich : Zwei Zwillings-Paare kommen munter und gesund zur Welt - MÃ 1\/4 nchen - Bild.de,0.0,False,False,True,False,False,False,False,eng
3195,6438,6438,1377,Karina Sørensen er medlem af økontaktudvalget .,0.0,False,False,True,False,False,False,False,eng
3196,6448,6448,4780,I noticed a lot of fat little white girls with monkey boyfriends .,1.0,False,False,True,False,False,False,False,eng
3197,6492,6492,9168,Idiots are in every country And I do n't said that all Croats are idiots .,0.0,False,True,False,False,False,False,False,eng
3198,6516,6516,9328,"I'm sorry to burst your bubble but when people try to use a camera when police are involved they have all been uniformly been forced to turn off their cameras , or they are arrested and cameras confiscated .",0.0,False,False,True,False,True,False,False,eng
3199,6527,6527,4474,Always nice to see a negro on the receiving end of a beat down from a white for a change .,1.0,False,False,True,False,False,False,False,eng
3200,6531,6531,4236,"I thought about how we would clean the M60 barrels on the Hueys ( 2 on each side , 1 each door gunner/crew chief , 2 TAT101 front turret ) at end of day - had big vats of cleaning solvent , cleaning rods with bore brush in electric drills .",0.0,False,False,False,False,False,False,False,eng
3201,6541,6541,390,Yeah iam from Edinburgh and i when i was at secondary school my classes where full of blacks and pakis and half them could hardly speak english .,0.0,False,False,True,False,True,False,False,eng
3202,6555,6555,5457,"Yeah, she 's gonna end up just like the last hoe bag that got involved with the same chimp .",1.0,False,False,False,True,False,False,False,eng
3203,36,831,831,"Pkè x #GiornoDellaMemoria ho scelto Memoriale ai Sinti? Pkè ideato da 1 ebreo, pkè considero gli ebrei nomadi nell'animo anche se stanziali",0.0,False,False,False,True,False,False,False,eng
3204,121,1117,1117,#dallavostraparte Ecco il lavoro dei rom il filmato lo dice bene sentiamo la paladina dei rom già sorride la stronza,1.0,False,False,False,True,False,False,False,ita
3205,123,1139,1139,"L’amministrazione modenese paga la benzina per gli zingari che portano i bambini dai campi rom a scuola.Vergogna,prima pensare agli italiani",1.0,False,False,True,False,False,False,False,ita
3206,175,65,65,"@f_confalonieri #Renzi immigrazione lavoro col cazzo che si trova, checche a gogo che vogliono fare i genitori ma che schifo é??",1.0,False,False,False,True,False,False,True,ita
3207,407,1024,1024,@FabriBracco64 Solo i sinistroidi possono difendere zingari e rom che rubano dalla mattina alla sera!,1.0,False,False,True,False,False,False,False,ita
3208,422,525,525,"Roma, Raggi annulla gli sgomberi dei campi rom: “Anche gli zingari hanno... https://t.co/YsoP0iYW1Q",0.0,False,False,True,False,False,False,False,ita
3209,456,251,251,PONTIFEX....insiste: il popolo italiano deve essere sommerso e cancellato da  finti profughi che vogliono ciò che non hanno mai saputo fare!,1.0,False,False,True,False,False,False,False,eng
3210,466,477,477,#dallavostraparte ma i rom che cercano lavoro in Italia lavorano questi sono zingari che non hanno mai avuto intenzione di lavorare,1.0,False,False,True,False,False,False,False,ita
3211,486,239,239,@matteosalvinimi ma scherziamo prima i musulmani e gì zingari poi gli extra comunitari e poi  e poi ....basta l'Italia agli italiani,1.0,False,False,True,False,False,False,False,ita
3212,527,1377,1377,"@hardcorejudas ""A decidere se Assad è un dittatore sarà il popolo siriano"". Settecentomila morti e 12 milioni di profughi dopo...",0.0,False,False,True,False,False,False,False,eng
3213,546,1250,1250,questi sarebbero profughi? Jerry Ogboru  il violentatore di padova #stopinvasione #salvini  https://t.co/NySed5dOVM https://t.co/8Yfjep8OWg,1.0,False,False,False,False,True,False,False,eng
3214,706,1006,1006,Non ho capito cosa è successo alla #Lidl. C’erano rom in offerta?,0.0,False,False,False,True,False,False,False,eng
3215,748,33,33,@lilly0971 ne ho piene le palle!!!il giorno del ricordo della morte dei migranti!!e quelli che sono uccise x mano delle merde negre!!!,1.0,False,False,False,True,False,False,False,eng
3216,884,1432,1432,@MrEfis79 @KingArcobaleno Oh ma tu sei quello tutto processo e codice penale ma chi difende i rom zingari clandestini? siete voi caro,0.0,False,False,True,False,False,False,False,ita
3217,900,1004,1004,@Marcello_1979 i gattini non rubano. I rom sono tutti ladri e delinquenti.  Rom e zingari fuori dai coglioni.  Sono feccia umana,1.0,False,False,True,False,False,False,False,ita
3218,922,1387,1387,"Ai rom andrebbero tolti i figli minori ,non al popolo italiano. I figli della nostra gente non devono essere tolti, ma aiutati a crescere.",1.0,False,False,True,False,False,False,False,eng
3219,14,11117,11117,"USER USER Yg menjadi masalah saat ini orang2 mempolitisasi isu2 islam nusantara. Bhkn ada yg smpai bilang sesat, kafir dll. Ini yg jd persoalan, ktka isu2 spti itu dipolitisasi utk kepentingan politik. Klo hanya dlm perbedaan pendapat ya sila",0.0,False,False,True,False,True,True,False,ara
3220,29,5441,5441,"7. Keagamaan; Bagi melindungi kepelbagaian budaya dan kepercayaan, 25 masjid dibina, 6,500 jemaah haji diberi wang saku RM500, dan JAIS diperuntukkan RM421 juta sejak 2015. 260 rumah ibadat bukan Islam termasuk tokong, kuil, gereja &amp; gurdwara telah dil",0.0,False,False,True,False,False,False,False,eng
3221,57,7452,7452,Yang melaporkan RG menistakan agama bukan orang-orang yang sejak awal menunjuk diri sebagai garda utama pembela agama. Munafik beradu akrobat dengan munafik lainnya.,1.0,False,False,False,False,False,True,False,ind
3222,60,11626,11626,"USER Jawab nya gampang itu Presiden mu dihina china bangsat kamu kok diam, apa si munafik lagi bisu ?! \n\n#2019GantiPresiden'",1.0,False,False,False,False,False,True,False,ind
3223,62,12598,12598,USER Naik burung dinosaurus yang aku nggak tau namanya. Kalo naik onta nanti tenggelam.',0.0,False,False,True,False,False,False,False,ind
3224,68,6317,6317,USER Member aku laa munafik 3 tuu\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0.0,False,False,False,False,False,True,False,ind
3225,69,4485,4485,"Asta, mata melek tapi gak sadar. Kalo sadar, paling gak fokus. Bullshit lah gak fokus gara2 kurang minum. Gua minum 3 liter lebih sehari udh kek onta beser tetep aja gagal fokus.'",1.0,False,False,True,False,False,False,False,ind
3226,73,9650,9650,USER USER USER kalau agama lain anda bilang kafir..pantas kalau kafir korupsi..kalau pemeluk islam korupsi kau bilang itu oknum!!...dasar bau busuk kau punya mulut',1.0,False,False,True,False,True,True,False,ara
3227,78,8374,8374,"RT USER: Bukan hanya anjing, babi pun demikian. Monggo jika berkenan \xf0\x9f\x91\x89 URL URL",0.0,False,False,False,False,False,True,False,ind
3228,83,1761,1761,USER Ga munafik seokjin hyung lebih cocok soft',0.0,False,False,False,False,False,True,False,ind
3229,97,3677,3677,"USER saya suka kalimat seperti ini ustadz,halus tp menghujam ke sanubari ?; #2019GantiPresiden",1.0,False,False,False,True,False,False,False,pol
3230,132,11981,11981,"USER USER USER USER USER USER USER USER Dan kalau kafir dzimmi malah wajib kita jaga dan lindungi, tapi juga ada batasan, batasanya yaitu tentang ranah keagamaan, kalau untuk urusan muamalah juga ngga",0.0,False,False,True,False,True,True,False,ara
3231,134,1700,1700,USER USER USER USER USER Budaya Yahudi?? Yahudi itu agama abraham yg awalnya adalah murni tp seiring jaman menjadi tidak murni. Tentu ada bagian2 yg sama dengan Islam &amp; Kristen. Dgn Islam sama2 tidak makan babi ataupun m,0.0,False,False,False,False,False,True,False,ind
3232,143,3318,3318,USER USER Kacung hanya terima perintah.\nTidak terima kritikan!\nSemoga itu bisa cukup menjelaskan pemimpin yang hanya simbol kacung.\nKacung yang dikacung-kacung tetap terima.\nKarena itulah kacung tumbur subur dan semerbak harum bunga bangkai.\,1.0,False,False,True,False,False,False,False,eng
3233,144,1008,1008,"RT USER: Seekor monyet yang berada di Kebun Binatang Tianjin, Cina menjadi viral karena memiliki wajah seperti manusia. Monyet berus\xe2\x80\xa6'",0.0,False,False,True,False,True,False,False,ind
3234,150,2012,2012,USER USER Pak Amin tolong kasih tahu ke Anies ya kalo Reklamasi sudah dilanjutkan berarti Antek Aseng donk.',0.0,False,False,True,False,True,False,False,ind
3235,151,12643,12643,"#MataNajwaDebatJakarta Pak Anies suka nyinyir, suka memutar balik kan fakta, ga punya program yg jelas bisanya jelekkan kinerja pak Basuki",1.0,False,False,False,True,False,False,False,pol
3236,156,4011,4011,"USER USER USER Anjir ngapa ke Devan"" wkwkw maho dong gua'",0.0,False,False,False,False,False,False,True,ind
3237,163,6744,6744,"Mana para babi ahok yg ngejek onta, biar di injek2 ama onta",1.0,False,False,True,False,False,True,False,ind
3238,178,9538,9538,USER lu emang udah maho kan njir',1.0,False,False,False,False,False,False,True,ind
3239,202,1928,1928,USER USER Ini tidak melibatkan uang atau alat tukar. Bukan jual beli. Mau ditukar 5 ekor onta juga boleh. Salah dalil.',0.0,False,False,True,False,False,False,False,ind
3240,214,4359,4359,USER ahok si kutil babi kembali ke rumah lembang kenapa jakarta jadi banjir bud?,1.0,False,False,False,False,False,True,False,ind
3241,217,5842,5842,Hanya syetannn lah yg tidak suka mendengar suara adzan dan tidak suka melihat orang berhijab .. apa mungkin ibu itu syetan atau keturunan iblis ?\nInnalillah .. #mirisnya',0.0,False,False,False,True,False,False,False,pol
3242,219,3859,3859,USER USER myanmar kafir budha teroris,1.0,False,False,True,False,True,True,False,ara
3243,226,1253,1253,"USER USER USER USER Jiaaahh gw aja g kepikiran loh cuma karna warna, kalo sempet ada yg mikir kek gitu, kebangetan idiot nya \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",0.0,False,True,False,False,False,False,False,eng
3244,227,4819,4819,USER kaya banci kali ya',1.0,False,False,False,True,False,False,True,ind
3245,237,9827,9827,"USER USER USER USER USER USER USER USER USER USER USER Bakal alot mengeluarkan sertifikat ""Halal""nya. Komponen mikro yg ditengarai bersentuhan atau berasal dari babi dan telah mengalami dekomposisi molekular atau bahkan atomik dicap haram. Apalagi najis yg sama sekali tidak mengalami proses dekomposisi molekular. Bakal rame nih.'",0.0,False,False,False,False,False,True,False,ind
3246,238,2596,2596,"USER Presiden yg mempermalukan bangsanya sendiri, plonga plongo tolah toleh macam boneka idiot",1.0,False,True,False,False,False,False,False,eng
3247,289,2909,2909,USER USER Anti kritik kontol mu bangsad. Org idiot aja tau itu hate speech',1.0,False,True,False,False,False,False,False,eng
3248,292,1170,1170,"USER miiinn, bener ya ternyata LB aku justru bertambah. Duuhh maaf min aku celeng sendiri. Udh ngerti skr. Hahaha, makasi min. You're the best!""",0.0,False,False,False,False,False,True,False,ind
3249,306,3402,3402,"USER USER Aww good luck, aku suka pusing kalau bahas budaya populer :')",0.0,False,False,False,True,False,False,False,pol
3250,311,11925,11925,"'Sayang sekali punya paras nan cantik kumpul ama cowok gembel, dibawa gembel mau, makanya suka gengsi kalo mau pacaran eh lihat difoto-fotonya ada sama cowok gembel, nonkrong pinggir jalan, apa gamalu yah. \xf0\x9f\x98\x82 percuma cantik kalo otaknya murah. \xf0\x9f\x98\x82""",0.0,False,False,False,True,False,False,False,pol
3251,323,6092,6092,USER USER Aseng yg bajingan spt ahok beserta kroni\xc2\xb2 nya perlu di anti kan',1.0,False,False,True,False,True,False,False,ind
3252,348,1399,1399,USER USER USER dimas maho doyan pentil mimi peri',1.0,False,False,False,False,False,False,True,ind
3253,354,9736,9736,Pasti mrk yg punya target turunkan presiden isunya sih pak wakil yg gantikan..intinya jokowi naik konglomerat hitam tiarap sambil tgg peluang,1.0,False,False,True,False,False,False,False,ind
3254,361,7608,7608,USER Beginilah kelakuan si bani onta ekstrak tinja..... ngoaaahahaaaaa salam pks : penjahat kelamin syariah',1.0,False,False,True,False,False,False,False,ind
3255,369,11144,11144,USER Aseng ongseng nikmat mana lagi yg kau dustakan... Wkwkwkwk jgn lupa bersyukur itu lah hilang keyakinan skrg...',0.0,False,False,True,False,True,False,False,ind
3256,374,776,776,"USER Maraknya org\xc2\xb2 sipit masuk ke Indonesia hanya pengalihan. Hati\xc2\xb2lah justru kepada Syi'ah rafidhah, biang keroknya segala pemberontakan/kudeta negara\xc2\xb2 muslim ahlussunah di dunia""",1.0,False,False,False,False,False,True,False,pol
3257,385,1675,1675,"USER USER Muka lu cabul, kalo punya muka sih, tapi banci mah beraninya anonim...'",1.0,False,False,False,True,False,False,True,ind
3258,397,7118,7118,"USER USER X penah x jijik, babi tam'",0.0,False,False,False,False,False,True,False,ind
3259,412,946,946,USER perek doyan di gagahin :*',0.0,False,False,False,True,False,False,False,ind
3260,433,86,86,"USER Sy sbg muslim tdk merasa pak USER menistakan kitab suci Alqur'an, krn dlm Alqur'an sndri ada bbrp suku kata yg smpai dtik ini blm diketahui mkna faktualnya olh umat islam, tp kami yakini kata tsb ada makna yg tersirat (fiksi) yg blm",0.0,False,False,False,False,False,True,False,pol
3261,443,7741,7741,"USER Terima kasih atas informasinya...agar saya lebih jelas, mohon mas Jean Ivan berkenan kirimkan akun banci dimaksud ke DM saya.. maklum, saya gadget-er gagap... terima kasih...'",0.0,False,False,False,True,False,False,True,ind
3262,446,13038,13038,"USER USER Emang kamu yakin gak pernah menghujat?\nJangan munafik lah Non,'",1.0,False,False,False,False,False,True,False,ind
3263,459,2860,2860,"USER Perilaku cina dari dulu memang sprt itu....jadi pengkhianat bangsa. Makanya di Jogja, warga Cina jadi kelas terpinggirkan dan tdk diperbolehkan punya SHM. Dasar cina keparat.'",1.0,False,False,True,False,True,False,False,ind
3264,470,7502,7502,Gimana dgn Sumber waras.. Trans Jakarta ko jokowi diem ajah.... Harusnya si kutil babi ahok di ganyang,1.0,False,False,False,False,False,True,False,ind
3265,471,276,276,Kamu kok kaya jablay GTA maunya dijemput pake mobil',1.0,False,False,False,True,False,False,False,ind
3266,498,3835,3835,"USER USER Betul yang Nggak suka Agama dalam politik itu nggak salah Suka Makan Babi, Minum minuman keras dan memilih pemimpin Nasrani dan Yahudi jadi pemimpin. Dan Sp3 Keluar karena Tidak terbukti zina nya, yang ditinggal zina 7 Tahun terbukti",0.0,False,False,False,True,False,False,False,pol
3267,512,3973,3973,Batalkan pelantikan anies! Gw lbh rela jkt dipimpin PLT Gub drpd gub hasil pemilihan kepala daerah berlumur SARA,1.0,False,False,True,False,False,False,False,eng
3268,527,7987,7987,Pak jokowi itu seperti bung karno yang dengan cara apapun harus di lengserkan karna gak sepaham....,1.0,False,False,True,False,False,False,False,eng
3269,538,4495,4495,"Apa bedanya kamu sama orang yg suka menjelek jelekan karna tidak sesuai dengan yang kamu mau, tpi kamu nya sendiri suka jelek jelekin orang ? Mein idiot'",1.0,False,False,False,True,False,False,False,pol
3270,545,3808,3808,USER Jam segini waktunya banci mangkal taukk',0.0,False,False,False,True,False,False,True,ind
3271,559,1312,1312,USER Nyatanya rakyat makin susah menteri perek daya beli hancur USER setan iblis tukang tipu',1.0,False,False,False,True,False,False,False,ind
3272,567,351,351,Budha bunuh muslim di myanmar,1.0,False,False,False,False,False,True,False,pol
3273,578,973,973,"USER USER Cari simpati ummat muslim jabar buat pilpres 2019...; Mudah""an ulama &amp; ummat islam jabar tidak terkesima &amp; terpengaruh dg trik dan gaya kemunafikannya si mukidi...",1.0,False,False,False,False,False,True,False,pol
3274,595,5655,5655,USER USER USER Liat onta dinamani langsung nyerbu tempat wisatanya sekaliaan pengen wisata gratisss hhhh',0.0,False,False,True,False,False,False,False,ind
3275,633,739,739,"USER 6 jam perjalanan bang, tapi di sini adem \xf0\x9f\x98\x8c\n\nWkwkwk ((( naik onta ))) \xf0\x9f\xa4\xa3'",0.0,False,False,True,False,False,False,False,ind
3276,636,9725,9725,Bukti nyata Cina Indonesia antek penjajah,1.0,False,False,True,False,True,False,False,ind
3277,655,9364,9364,Jalani hidup dengan munafik itu perlu agar terlihat profesional.\n\nDimana kamu sedang dalam cobaan tapi kamu harus berpura-pura tak ada masalah apapun.',0.0,False,False,False,False,False,True,False,ind
3278,668,6718,6718,"even dia ustaz, berserban berjubah putih, tapi kalau drive macam celaka, dia tetap tergolong dalam golongan babi ya anak anak.'",1.0,False,False,False,False,False,True,False,ind
3279,677,3624,3624,Aseng lah ni forever young. Aku dengar ulang ulang sial dgn music video sekali',0.0,False,False,True,False,True,False,False,ind
3280,695,11028,11028,banci anjr wkwkwk USER URL,0.0,False,False,False,True,False,False,True,ind
3281,704,10587,10587,"USER Hahaha mcm babi ayat, pandai tak berotak'",0.0,False,False,False,False,False,True,False,ind
3282,725,9544,9544,Di Myanmar yg mayoritas bukan Islam mereka menindas membunuh muslim saatnya kita jihad dg segala yg kita punya jihad harta,1.0,False,False,False,False,False,True,False,pol
3283,762,1524,1524,"USER USER USER USER USER USER USER USER Kya bersih suci sendiri aja kamu TOLOL....trs,kmu yg teriak\xc2\xb2 muslim....udh berbuat apa utk sdra muslim mu????klo mkn aja msh NGEMIS,g usah kopar kapirin org....benci boleh GO",1.0,False,False,False,False,False,True,False,pol
3284,763,3082,3082,"Apakah Anda jujur, percaya Allah SWT perintahkan penggal kafir adalah Tuhan, Pak Lukman?",1.0,False,False,True,False,True,True,False,ara
3285,774,10118,10118,Aku tg di rp ga pernah ngaku ngaku ntg ya sori harusnya rangorang jg nyadar typing aing banci gini masih aja ada yg naksir/dicemburuin hdh',0.0,False,False,False,True,False,False,True,ind
3286,793,233,233,"USER Tatapannya dialihkan ke arah lain, enggan menatap pria mencurigakan itu. Lagipula, siapa yang pertama kali membuat gaduh suasana? Jika Angie tidak menemukan ada seorang pria asing yang tidur di sofanya, kejadian seperti ini tidak akan terjadi.",0.0,False,False,True,False,False,False,False,eng
3287,803,195,195,Oleh rezim skrg atas kendali Negara Cina Komunis yg mjd patron tunggal rezim anti islam ( Jokowi ),1.0,False,False,True,False,True,False,False,ind
3288,807,9539,9539,"A: tenang, selalu mempersiapkan diri dan gak suka telat",0.0,False,False,False,True,False,False,False,pol
3289,815,7619,7619,"'Cinta tidak harus memiliki' kata org yg tdk prnah dicintai, wakaka kasian bgt yg suka bilang kya gtu. Cinta itu harus memiliki, bego.""",1.0,False,False,False,True,False,False,False,pol
3290,816,12985,12985,USER ahmad dhani yang terhormat paling babi paling anjing aing kontol paling lonte tungu saat nya karier mu akan habis!!!!,1.0,False,False,False,True,False,True,False,ind
3291,856,11247,11247,"""Pengetahuan tidak dapat menggantikan persahabatan. Aku (Patrick) lebih suka jadi idiot daripada kehilanganmu (Spongebob)'",0.0,False,True,False,True,False,False,False,pol
3292,865,10853,10853,USER *menunggu serbuan onta pemuja turki*',1.0,False,False,True,False,False,False,False,ind
3293,886,8752,8752,Hidup didunia hanya sementara. Apakah kalian rela jika cara hidup kalian tak disuka Allah. Kecuali kalian munafik atau musyrik atau kafir.,0.0,False,False,False,False,False,True,False,ind
3294,887,3687,3687,Ayo jujur.. Kalian lebih suka pemimpin duduk bareng Ulama atau pemimpin naik chopper??; ; Jangan lupa nyalakan hastagnya #2019GantiPesinden,1.0,False,False,False,True,False,False,False,pol
3295,897,6280,6280,USER USER Cebong kapir munafik alay goblok hahahaha',1.0,False,False,False,False,False,True,False,ind
3296,917,2408,2408,"Saat beli tiket, mungkin kamu akan menemukan seorang tionghoa 40an tahun atau mbak mbak gemuk yg suka nyerobot antrian..'",0.0,False,False,False,True,False,False,False,pol
3297,961,4931,4931,"Bu USER loyal thdp Jokowi, baiknya jd Wapres saja. Beliau sukanya ikan jd ga suka uang, kalau yg lain mata duitan...ð???",0.0,False,False,False,True,False,False,False,pol
3298,966,8801,8801,USER USER USER USER USER USER USER wah nih manusia idiot di jawab malah ngomong ngelatur bukan mikir dah belajar dulu sana dasar goblok sok pintar tapi bloon',1.0,False,True,False,False,False,False,False,eng
3299,968,4045,4045,"Sesungguhnya tiada berputus asa dari rahmat Allah, melainkan kaum yang kafir (QS.Yusuf: 87)'",0.0,False,False,True,False,True,True,False,ara
3300,981,11775,11775,USER USER Kalau di thailand ada celeng di indonesia ada cebong dan kampret....',1.0,False,False,False,False,False,True,False,ind
3301,1004,922,922,"Lu yg goblok, lu nnton gak acara ny semalam? Gak ad beliau mengatakan islam fiksi, mana ad bukti video ny? Lu islam atau kafir ? kalau islam kebangetan lu fitnah sesama muslim kalau kafir gue gak heran",1.0,False,False,True,False,True,True,False,pol
3302,1017,12950,12950,Dasar si Kutil babi ahok memang Tukang Bohong. selain Bohong ahok jg biasa Menyalahkan yg lain menutupi Kegagalan nya . contoh soal banjir,1.0,False,False,False,False,False,True,False,ind
3303,1044,2783,2783,umat agama islam dijakarta sangat haram dan sangat najis sekali dengan ahok kafir kristen...,1.0,False,False,True,False,True,True,False,ara
3304,1070,3097,3097,Ayo kita ajak Mas Goen beralih dari penyembah Allah SWT benci kafir jadi pembakar kemenyan,1.0,False,False,True,False,True,True,False,ara
3305,1076,3188,3188,"USER USER USER Aduhhh bencong USER, nyerang apa cong ? Gak kebalik? Rumpi deh lonte lanang ini.. dapur apa cong? Yg jelas dong.. jd banci jangan separo2.. kalah sama anaknya duda yg jd designer di LN lo.. \xf0\x9f\x98\x82\xf0\x9f\xa4\xaa\xf0\x9f\x99\x8b\x",1.0,False,False,False,True,False,False,True,ind
3306,1095,7577,7577,"USER USER Satu bukti valid lagi, bahaya virus idiot yg diminum oleh (salah satunya) admin USER bisa membuat otak berhenti bekerja saat mulut bicara atau jari menekan keyboard komputer.'",0.0,False,True,False,False,False,False,False,eng
3307,1097,9577,9577,"USER USER USER selalu dalam damai untuk kamu, ""untukmu agamamu untukku agamaku.."" begitu dalam kitab suci alqur\'an.. *Jadi orang kristen yg taat aja, dan urusan muslim tuk menjadi muslim yang taat juga.. #Kalo lu hormat sebagi",0.0,False,False,False,False,False,True,False,pol
3308,1099,8785,8785,"Maaf bapak dewan yg terhormat, apakah anda sadar selama ini anda suka menyerang pribadi presiden USER; ; Sumpah saya jadi tepuk jidat, terbuat dari apa ya hatinya; ;",1.0,False,False,False,True,False,False,False,pol
3309,1100,9167,9167,"USER USER iyah, rezim suka rame2 susah dah'",0.0,False,False,False,True,False,False,False,pol
3310,1133,8723,8723,"20. Jipepet ngeselin pisan anaknya. Baik kdang2, suka bener ama monyet. Cowonya segambreng caileh'",0.0,False,False,False,True,False,False,False,pol
3311,1134,6821,6821,"[76:24] Maka bersabarlah kamu untuk (melaksanakan) ketetapan Tuhanmu, dan janganlah kamu ikuti orang yang berdosa dan orang yang kafir di antar mereka.'",0.0,False,False,True,False,True,True,False,ara
3312,1140,3873,3873,USER Yg memblow up jokowi itu adalah media media tv dan koran milik orang2 china yg notabene kafir semua.. coba aja cek dilapangan',1.0,False,False,True,False,True,True,False,ara
3313,1153,6522,6522,"Kasiter Beserta Muspida Tinjau Sasaran Fisik TMMD Ke-102 Kodim 1709/Yawa\n\nSasaran TMMD berupa pembangunan 14 Unit Rumah tipe 56, pembuatan 2 Unit PAUD. Di Kamp Cina Tua dibangun 13 unit rmh, Kampung Ketuapi 1 unit rmh, Kampung Serui Laut dan Pasir Puti",0.0,False,False,True,False,True,False,False,ind
3314,1164,2919,2919,"USER Tenang ntar lagi dukhan, muslim sehat2 saja hanya kena flu sedikit, kafir &amp; munafik keluar nanah dari telinga &amp; tubuhnya bengkak 40 hari kemudian modar !!!'",1.0,False,False,True,False,True,True,False,ara
3315,1182,1216,1216,sesembak depan camp jual zuzu zapi murni.\nmaw itu zuzu zapi or kambink or quda or onta or zebra murni\npasti sy tutup idung pas minumnya he',0.0,False,False,True,False,False,False,False,eng
3316,1192,4206,4206,USER Saya NTB tp saya bangun jalan di Papua bertahun-tahun!!\nSaya bicara krn faktanya tdk spt bualan si USER . \nDi beberapa tempat mmg susah mndirikan Masjid...tp bebas ibadah di Koramil atw Pos Brimob! Tp kalau dikatakan org Papua mandi pakai minyak babi itu bohong bssar!!',0.0,False,False,False,False,False,True,False,ind
3317,1199,4329,4329,USER Jaman P USER PBB gratis\nYg di anggap Aseng tapi trnyata lebih peduli dg rakyat kecil/pribumi...',0.0,False,False,True,False,True,False,False,ind
3318,1204,12181,12181,USER Jadi pilih. Mau bunga bangkai apa karangan bunga hahaha',0.0,False,False,True,False,False,False,False,eng
3319,1213,313,313,USER USER USER USER USER USER we ada pipis onta tercecer di mari pantes bau pesing',0.0,False,False,True,False,False,False,False,ind
3320,1214,2741,2741,Jangan nonton atau dengar lagu banci URL cc USER USER',0.0,False,False,False,True,False,False,True,ind
3321,1216,5132,5132,Cina Kembali Gelontorkan Dana ke Filipina untuk Perang Marawi URL URL,1.0,False,False,True,False,True,False,False,ind
3322,1230,10364,10364,Rezim yg seolah sederhana merakyat dan suka pd kritik koreksi dri rakyat di opinikan terus menerus oleh media pro Diktator,1.0,False,False,False,True,False,False,False,pol
3323,1236,12132,12132,lagi Tenaga kerja asal Cina melecehkan lambang Negara Indonesia: URL melalui USER,1.0,False,False,True,False,True,False,False,ind
